City,Price,Beds,Baths,Size,Address,Acres,Description,Agent,Latitude,Longitude,Source
Fuquay-varina,"$434,900",Beautiful,2.5,"2,459","1033 Leatherstone Ln, Fuquay Varina, NC 27526",N/A,"Beautiful 2 story home, 3 bedrooms 2.5 bathrooms. 2459 sq ft and massive crawl space with a stunning wooded backyard (there is a creek within the wooded area. Within a growing community. Home is within a 10-minute radius of Downtown, shopping centers, and schools. 15 minutes from Holly",Julian Carty Coldwell Banker HPW,35.56666156310089,-78.81699931276732,Nominatim
Fuquay-varina,"$445,000",2023,2,"2,352","56 Kingsford Ln, Fuquay-Varina, NC 27526",N/A,"2023 Gold Parade of Homes winning floor plan.This meticulous single story home packs a lot in 2352 sq ft, There are 3 ample bedrooms and 2 bathrooms. There is also an office that could be a 4th bedroom and a large storage room all on 1 floor. The kitchen has quartz countertops, lots of",Linda Boman Howard Perry & Walston Realtor,35.4720434,-78.81298079999999,Google
Fuquay-varina,"$435,000",Lightly,2,"2,367","144 Davinhall Dr, Fuquay Varina, NC 27526",N/A,"Lightly lived in 2-year-old one level, 3 bedroom, 2 full bath Ranch. Great LVP flooring throughout the main living area with open concept. Large Main bedroom with x-large walk-in shower and large walk-in closet. The kitchen offers quarts counters and stainless appliances. Office/Crafting space",Amy West Keller Williams Elite Realty,35.4712329,-78.81402659999999,Google
Fuquay-varina,"$399,900",4,2.5,"1,902","423 Leyland Cypress Ln, Fuquay Varina, NC 27526",N/A,"Welcome to your new home! Conveniently located near downtown FV, this residence features an open floor plan that greets you with a spacious living area, dining space, and gourmet kitchen. Fresh paint and upgraded flooring enhance the bright and open main level. Upstairs, you'll find four",Bill Dunn Flex Realty,35.575936317725365,-78.80683539213575,Nominatim
Fuquay-varina,"$399,900",Back,2.5,"2,624","112 Joseph Alexander Dr, Fuquay Varina, NC 27526",0.58,"Back on market after some beautiful improvements to the home! Stunning Move-In Ready Home with Spacious Living Areas. Welcome to your dream home! This gorgeous residence features 3 spacious bedrooms and a HUGE BONUS ROOM, perfect for entertaining or relaxation. Enjoy the charm of a welcoming front",Bill Stehney Mark Spain Real Estate,35.4554572,-78.82459349999999,Google
Fuquay-varina,"$399,000",3,2.5,"2,115","144 Hectors Creek Ln, Fuquay Varina, NC 27526",0.53,"This charming Cape Cod home is situated on a private lot, offering the perfect blend of comfort and tranquility. As you step inside, you'll be greeted by beautiful hardwood floors that flow seamlessly throughout the main living areas. Large windows flood the home with natural light, creating a warm",Anna Powell EXP Realty LLC,35.5344235,-78.8431748,Google
Fuquay-varina,"$412,000",4,2.5,"2,263","1920 Hickory Bark Dr, Fuquay Varina, NC 27526",0.26,"Welcome to this comfortable and elegantly designed property! As you enter, you'll be greeted by a soothing neutral color paint scheme that enhances every room. The living room features a cozy fireplace, creating a warm and inviting ambiance. The chef-inspired kitchen is a highlight, adorned with a",Thomas Shoupe Opendoor Brokerage LLC,35.608663,-78.80127702734376,Nominatim
Fuquay-varina,"$399,900",PRICED,2.5,"1,742","750 Sycamore Springs Dr, Fuquay Varina, NC 27526",N/A,"PRICED TO SELL! This one-of-a-kind 4 bedroom (or 3 + bonus) home is ready for your outdoor enjoyment! Whether you're watching a fall football game or relaxing in a swing taking in the view of the private wooded buffer, this yard is a MUST SEE. From the gas fire pit and pergola seating area, to the",Kate Helmedag Fonville Morisey/Cary Sales,35.57341504688863,-78.81076923689449,Nominatim
Fuquay-varina,"$419,740",4,2.5,"2,824","406 Blue Aspen Dr, Fuquay-Varina, NC 27526",N/A,"Welcome to the Wilmington! In the front of the home, be welcomed with a flex space complete with double French doors perfect for an office or reading nook AND an additional formal dining area! Your expansive kitchen offers ample storage and counter space. This beautiful kitchen is equipped with","Jordan Lorenz D.R. Horton, Inc.",35.5030143,-78.80691139999999,Google
Fuquay-varina,"$400,868",3,2,"1,910","508 John Stark Dr, Fuquay-Varina, NC 27526",0.49,"Welcome to your new ranch home on a half-acre homesite. Enjoy the benefits of low-maintenance fiber cement siding and relaxing on your covered patio. Inside, bask in the grandeur of 9' ceilings with a volume ceiling in the great room, complemented by luxurious vinyl plank flooring throughout. Your",L. Calvin Ramsey Ramsey Realtors Team Inc,35.4700959,-78.8314386,Google
Fuquay-varina,"$422,761",3,2.5,"2,338","526 John Stark Dr, Fuquay-Varina, NC 27526",0.48,"This charming 2-story home on a half-acre homesite features durable fiber cement siding and a lovely covered patio. Inside, clean lines and bright natural light accentuate the 9' ceilings, while luxury vinyl plank flooring and granite countertops lend an air of sophistication. The kitchen island",L. Calvin Ramsey Ramsey Realtors Team Inc,35.4700959,-78.8314386,Google
Fuquay-varina,"$431,490",Meet,3,"2,511","388 Blue Aspen Dr, Fuquay-Varina, NC 27526",N/A,"Meet Hayden! This thoughtfully designed home boasts 5 Bedrooms and 3 full bathrooms. This open floorplan features a flex space complete with double french doors perfect for a home office, playroom, or dining. Entering the kitchen, you are greeted by an oversized island, gas stove and walk in pantry","Jordan Lorenz D.R. Horton, Inc.",35.5031585,-78.80674719999999,Google
Fuquay-varina,"$421,900",Home,3.5,"2,628","56 Decatur Dr, Fuquay-Varina, NC 27526",N/A,"Home is under construction. Nothing but the best! This two-story home features 5 bedrooms, 3.5 bathrooms across 2,628 square feet. At first sight you will be swept off your feet by the charming stone, vinyl exterior and the covered porch! Upon entering, you'll immediately notice the thoughtfully","Travis Ennis Adams Homes Realty, Inc",35.4583178,-78.8148348,Google
Fuquay-varina,"$418,740",4,2.5,"2,824","385 Blue Aspen Dr, Fuquay-Varina, NC 27526",N/A,"Welcome to the Wilmington! In the front of the home, be welcomed with a flex space complete with double French doors perfect for an office or reading nook AND an additional formal dining area! Your expansive kitchen offers ample storage and counter space. This beautiful kitchen is equipped with","Jordan Lorenz D.R. Horton, Inc.",35.5028739,-78.80622,Google
Fuquay-varina,"$433,490",Meet,3,"2,511","371 Blue Aspen Dr, Fuquay-Varina, NC 27526",N/A,"Meet Hayden! This thoughtfully designed home boasts 5 Bedrooms and 3 Full bathrooms. This open floorplan features a flex space complete with double french doors perfect for a home office, playroom, or dining. Entering the kitchen, you are greeted by an oversized island, gas stove and walk in pantry","Jordan Lorenz D.R. Horton, Inc.",35.5030508,-78.80607599999999,Google
Fuquay-varina,"$417,740",4,2.5,"2,824","354 Blue Aspen Dr, Fuquay-Varina, NC 27526",N/A,"Welcome to the Wilmington! In the front of the home, be welcomed with a flex space complete with double French doors perfect for an office or reading nook AND an additional formal dining area! Your expansive kitchen offers ample storage and counter space. This beautiful kitchen is equipped with","Leilah Traugott D.R. Horton, Inc.",35.5034991,-78.80650729999999,Google
Fuquay-varina,"$424,240",4,2.5,"2,824","217 Paper Birch Way, Fuquay-Varina, NC 27526",0.25,"Welcome to the Wilmington! In the front of the home, be welcomed with a flex space complete with double French doors perfect for an office or reading nook AND an additional formal dining area! Your expansive kitchen offers ample storage and counter space. This beautiful kitchen is equipped with","Leilah Traugott D.R. Horton, Inc.",35.5033647,-78.8060084,Google
Fuquay-varina,"$431,490",Meet,3,"2,511","338 Blue Aspen Dr, Fuquay-Varina, NC 27526",N/A,"Meet the Hayden! This thoughtfully designed home boasts 5 Bedroom and 3 Full Bathrooms. This open floorplan features a flex space complete with double French doors perfect for a home office, playroom, or dining. Enter the kitchen, you are greeted by an oversized island, gas stove and a walk in","Jordan Lorenz D.R. Horton, Inc.",35.5036877,-78.8064374,Google
Fuquay-varina,"$430,490",Meet,3,"2,511","164 Pecan Grove Ln, Fuquay-Varina, NC 27526",0.25,"Meet the Hayden! This thoughtfully designed home boasts 5 Bedrooms and 3 Full Bathrooms. This open floorplan features a flex space complete with double French doors perfect for a home office, playroom, or dining. Entering the kitchen, you are greeted by an oversized island, gas stove and a walk in","Leilah Traugott D.R. Horton, Inc.",35.50371790000001,-78.80761389999999,Google
Fuquay-varina,"$113,158",Are,N/A,N/A,"10 Jasmine Rd, Fuquay Varina, NC 27526",0.38,"Are you ready for your own slice of hidden paradise? nestled away in Captains Landing in the heart of Fuquay-Varina is 10 Jasmine Road. a .38 Acre plot of WATER FRONT land just waiting for your dream home to be built upon it. Recently Perk tested, and approved for a two bedroom dwelling to be",KEENEN VALDEPENA NORTHGROUP REAL ESTATE,35.4994456,-78.9282765,Google
Fuquay-varina,"$550,000",4,3,"2,538","15 Meadow View Ct, Fuquay Varina, NC 27526",0.66,"Upon first impression, you'll be greeted by a captivating 1.5-story home with a covered front porch, side-load garage, and meticulous landscaping. The great room seamlessly integrates with the kitchen with authentic hardwood floors, creating a warm atmosphere accentuated by a charming fireplace.",Jerry robtoy Raleigh Realty Inc.,35.5605322,-78.8649655,Google
Fuquay-varina,"$275,900",Beautiful,2,"1,112","172 Starcroft Dr, Fuquay Varina, NC 27526",0.5,Beautiful 3 bedroom ranch located on a beautifully landscaped corner lot. Home has a spacious backyard with a large back deck and 2 sheds. New paint throughout the interior. Roof replaced in 2021. Brand new AC and Full Encapsulation to Crawlspace.,Cynthia Jones RED BARN REALTY NC LLC,35.4823949,-78.86990399999999,Google
Fuquay-varina,"$307,000",3,2,"1,304","49 Mooney Dr, Fuquay Varina, NC 27526",0.79,"This charming ranch-style home in Fuquay Varina, set on over 3/4 of an acre with a wrap-around porch, is a must-see! The property features numerous updates throughout, including a brand new roof. Inside, you'll find new LVP flooring and fresh paint throughout. The gas fireplace is perfect for cozy",Paula Villalva Clifton Property Investment,35.4968815,-78.8002175,Google
Fuquay-varina,"$250,000",2,1,"1,567","309 Christian Light Rd, Fuquay Varina, NC 27526",0.74,"Discover this timeless farmhouse built in 1915, offering the perfect blend of historic charm and modern comfort. Enjoy peaceful views from the rocking chair porches and cozy up by one of the three fireplaces, including a stone fireplace in the kitchen and living room.This home features two","Karen Dupree Williams eXp Realty, LLC - C",35.563576,-78.849474,Nominatim
Fuquay-varina,"$355,000",One,3,"1,737","479 Mineral Springs Ln, Fuquay-Varina, NC 27526",0.45,"One level living at it's best! The garage has been converted into additional living space which makes this home versatile for various uses. Currently it is being used as an in-law suite but can also be used as a teen suite, bonus room, gym or simply an on suite guest bedroom. You decide! Large",Debbie Rodriguez Howard Perry & Walston Realtor,35.4959165,-78.82062379999999,Google
Fuquay-varina,"$375,000",Discover,2,"2,041","115 Squire St, Fuquay-Varina, NC 27526",1.82,"Discover your own private retreat on this picturesque 1.82-acre cul-de-sac lot with a POND in Fuquay Varina. With its tranquil pond and spacious outdoor areas, this property offers the perfect combination of peaceful living and modern comfort.Property Highlights include 3 Bedrooms and 2",Christie Yarbrough RE/MAX United,35.498006,-78.8186375,Google
Fuquay-varina,"$334,990",Step,2,"1,694","8810 Kenridge Ln, Fuquay Varina, NC 27526",N/A,"Step into this stunning 3-bedroom, 2-bathroom home boasting 1,694 sq. ft. of beautifully designed living space. The open-concept layout seamlessly connects the living, kitchen, and dining areas, creating an inviting atmosphere perfect for both entertaining and everyday living. This home features",Linda Shaw Esteem Properties,35.5339889,-78.7658086,Google
Fuquay-varina,"$330,000",3,2.5,"1,381","700 Perry Howard Rd, Fuquay Varina, NC 27526",0.25,"This beautiful two-story home in Fuquay-Varina has everything you're looking for! Featuring a brand new roof and HVAC unit, this property is move-in ready! The inviting front porch is perfect for a couple of rocking chairs, especially as the fall leaves begin to change. Inside, the home has been",Paula Villalva Clifton Property Investment,35.596756,-78.78810898369565,Nominatim
Fuquay-varina,"$515,000",4,2,"2,217","613 S Fuquay Ave, Fuquay Varina, NC 27526",0.32,"Step into timeless charm with this delightful 1920s bungalow, perfectly situated within walking distance to vibrant downtown Fuquay Varina. This home is a true gem, radiating character and warmth with its eclectic design and exquisite lighting. A picturesque front porch, framed by a classic picket",Anna Powell EXP Realty LLC,35.577405884845355,-78.79816111664188,Nominatim
Garner,"$375,000",Gorgeous,2,"1,822","4417 Leota Dr, Raleigh, NC 27603",0.4,"Gorgeous brick ranch home located in the shadow of downtown Raleigh! Easy, single-level living with 3 bedrooms, 2 baths, formal dining as well as an eat-in kitchen. You will love the spacious laundry room with additional cabinetry, folding counter and a closet! Other special features include the Lindy Mauney EXP Realty LLC",(984) 334-2747,35.7156662,-78.6428923,Google
Garner,"$324,900",Beautiful,2,"1,258","104 Twain Dr, Garner, NC 27529",0.71,"Beautiful Brick Ranch on private .71 acre lot! Features a open floor plan with upgrades galore including a custom kitchen with shaker cabinets, tile backsplash, granite countertops and Stainless Steel appliances, Wide plank LVP flooring in main living areas and PLUSH carpet in bedrooms. Primary Stephanie Anson Northside Realty Inc.",(844) 913-7221,35.6666672,-78.54823979999999,Google
Garner,"$349,900",3,2.5,"1,492","124 Gentle Rio Ct, Garner, NC 27529",N/A,"Updated Home with a Perfect Front PorchWelcome to 124 Gentle Rio Court, where comfort meets convenience! This well-maintained home seamlessly blends modern updates with a traditional floorpan.The kitchen offers granite countertops and modern appliances, ready for your culinary Rebecca Savitski Real Broker, LLC",(844) 920-4119,35.719895341789346,-78.61973269618122,Nominatim
Garner,"$335,000",3,2,"1,595","208 Trail of Merlin, Garner, NC 27529",0.38,Great completely renovated ranch home on over a third of an acre! Perfect for first time buyer or investor. Home features hardwood floors throughout the house. Don't miss out on this great home! It will not last long. Allen Wyde Pinnacle Realty,(984) 280-2294,35.6783718,-78.54884129999999,Google
Garner,"$319,700",3,1.5,"1,274","1416 Valley Rd, Garner, NC 27529",0.42,"Gorgeous one level living in the Heart of Garner! Features a bright floor plan and with upgrades galore including a custom kitchen with granite countertops, glass tile backsplash and Stainless Steel appliances. Wide plank laminate hardwood flooring throughout main living areas; PLUSH carpet and NEW Stephanie Anson Northside Realty Inc.",(984) 295-3886,35.69980625104602,-78.63503091234104,Nominatim
Garner,"$449,900",This,2.5,"2,850","808 Airedale Trail, Garner, NC 27529",0.3,"This immaculate single-family 1.5-story home is nestled in the sought-after subdivision of Adams Point. Offering the epitome of modern living, this residence features 3 bedrooms with the Master Bedroom on the main level, 2.5 baths, and an expansive 2,850 sq ft floor plan on a spacious .3-acre lot. Dale Suggs KW Realty Platinum",(984) 367-1661,35.5890932,-78.5901973,Google
Garner,"$469,900",4,3.5,"2,303","88 Tradewinds Ct, Garner, NC 27529",0.36,Welcome home to the FINAL newconstruction house in River Oaks. Thisexceptional Ellerbe plan is your childhooddream home true! A large open conceptmain floor overlooks the stunning wooded backyard that makes you feel like you arein the trees! Head upstairs and be even more Ann Barefoot Eastwood Construction LLC,(984) 310-2403,35.6175316,-78.559259,Google
Garner,"$499,590",One,2,"2,112","291 Ford Meadows Dr, Garner, NC 27529",N/A,One floor living doesn't get any better than the Wescott floorplan at Ford Meadows. This spacious layout features a split bedroom design with the secondary bedrooms on the other side of the home from the primary bedroom. Mudroom entry with built-in from garage leads into a true laundry ROOM that Ann Barefoot Eastwood Construction LLC,(984) 400-4601,35.6106443,-78.5430846,Google
Garner,"$514,000",4,3,"2,900","200 Brody Pine Way, Garner, NC 27529",0.65,"Your Dream Home Is Waiting For You! Excellent Location Just Minutes from I-40 and Hwy 42 Makes Commuting Easy - Or Work From Home In Your Office With French Doors. Formal Dining Room With Feature Wall Opens To Gorgeous Kitchen With Quartz Countertops, Gold Hardware, Stainless Steel Apron Sink &",Angelina Corroo HomeTowne Realty,35.6045816,-78.588077,Google
Garner,"$514,998",5,3.5,"2,898","140 Black Walnut Dr Unit 206, Garner, NC 27529",N/A,"Welcome home! This Stunner features a primary suite on the main level as well as another primary suite upstairs. Dual primaries, WOW!!! On the man level you'll also find a gorgeous dining room with coffered ceilings. Continue into the great room and you'll be delighted to find an open concept",Elizabeth Robison-Sostizzo Mungo Homes of North Carolina,35.635776,-78.5434141,Google
Garner,"$500,000",WOW!!,3,"2,534","120 Orchard Peach Rd, Garner, NC 27529",N/A,"WOW!! 4-bedrooms, 2500+ square feet with a bedroom downstairs and a FENCED backyard backing to WOODS! Gorgeous LVP flooring throughout the downstairs, granite counters in your Chef's Kitchen with stainless appliances and gas range! Screened porch with extended patio gives you plenty of room",Justin Burleson Premier Agents Network,35.687577,-78.6416538,Nominatim
Garner,"$438,000",3,2.5,"3,012","224 Cinder Cross Way, Garner, NC 27529",N/A,"Welcome to this beautifully updated and spacious home just minutes from White Oak! An interior designer has thoughtfully updated every room with hand-picked fixtures, paint colors, and finishes! As you step in, you'll notice the fresh coat of paint in combination with 9ft ceilings which make the",Angelica Galavis EXP Realty LLC,35.67106526920999,-78.58809792316005,Nominatim
Garner,"$449,900",3,2.5,"2,734","28 Pepper Ln, Garner, NC 27529",N/A,"Welcome to this stunning home where luxury and convenience come together. The first floor invites you into a spacious living room with a gas log fireplace, perfect for gathering. The well-appointed kitchen features stunning granite countertops, stainless steel appliances, a pantry, and a breakfast","William Sargeson eXp Realty, LLC - C",35.6179171,-78.5703815,Google
Garner,"$465,000",3,3,"2,702","79 Unique Place, Garner, NC 27529",N/A,"Located in the popular Adams Point Subdivision this craftsman style home offers an abundance of amenities inside and out. Enjoy everything this home and community has to offer. Inside you will be greeted with an open concept plan fitted with a spacious kitchen, living room, enclosed back porch,",Steven Burnett KW Realty Platinum,35.5887094,-78.5886092,Google
Garner,"$430,000",3,2.5,"2,207","143 Brody Pine Way, Garner, NC 27529",0.47,"Bright & cheery home on a large, flat lot! Built in 2022, the main level features a home office with French doors, wood laminate flooring, and an open-concept living area. The white Kitchen cabinets are complemented by granite counters, a subway tile backsplash & stainless appliances. Sliding doors",Jonay Zies Compass -- Cary,35.6044141,-78.58913299999999,Google
Garner,"$459,000",4,2.5,"3,506","149 Steel Hopper Way, Garner, NC 27529",N/A,"Welcome to this charming two-story home nestled in the heart of Bingham Station, where location truly meets convenience! This delightful residence is perfectly positioned just minutes from the vibrant White Oak Shopping Center, offering a wide array of dining, shopping, and entertainment options",Addie Price Price Residential Group Inc.,35.671052356425726,-78.5916017948042,Nominatim
Garner,"$425,000",4,2.5,"2,244","157 Mountain View Dr, Garner, NC 27529",0.42,"Welcome to this charming 2-story home nestled at the end of a cul-de-sac in the highly desirable River Oaks neighborhood. Ready for your personal touches, this property offers an abundance of yard space on both sides of the home and is beautifully landscaped, enhancing its curb appeal. Enjoy the",Angie Cole LPT Realty LLC,35.613157,-78.560235,Google
Garner,"$424,999",3,3,"2,266","63 Carson Dr, Garner, NC 27529",0.27,"The Garner Grand. Welcome to your new home in the charming town of Garner, North Carolina! This delightful house is a fresh addition to the market and offers a perfect blend of comfort and style.Step inside, and you'll be greeted by a spacious interior boasting 2,266 square feet of living",Robert McClure Jr McClure Group Realty LLC,35.5723295,-78.5532185,Google
Garner,"$409,999",Impeccably,2.5,"2,068","141 Sirius St, Garner, NC 27529",N/A,"Impeccably maintained and freshly painted 4-bedroom, 2.5-bathroom home! Enjoy the serene wooded views from both the front and back porches. This home is conveniently located just 20 minutes from downtown Raleigh, with all essential amenities nearby. Upon entering, you'll find a stunning 2-story",Ashley Nieves Navigate Realty,35.608630000000005,-78.584055,Nominatim
Garner,"$415,000",Very,2,"1,508","902 Wade Ave, Garner, NC 27529",0.32,"Very nice 3 bedroom/2 Bathroom with extra flex/bonus room with recent renovations. Exterior includes new roof, porch freshly painted, flat yard, freshly painted deck and spacious detached 2 Car garage perfect to put away your vehicles, use as a workshop or to be transformed at new owner's",Edgar Sojo The Sojo Realty Group LLC,35.700918004920354,-78.6180098014313,Nominatim
Garner,"$429,900",***Motivated,3.5,"2,114","9241 Carley Cir, Garner, NC 27529",0.75,"***Motivated Seller!*** Beautiful home is a MUST SEE in an excellent Garner Location - near shopping and 540 - Easy living with primary bedroom and laundry room on main floor, allows for aging in place. Kitchen with granite tops, breakfast bar, stainless appliances. Refrigerator and Washer/Dryer",Pamela Dirisio Daymark Realty,35.6565237,-78.5348285,Google
Garner,"$440,000",Excellent,2.5,"2,211","430 Carrington Dr, Garner, NC 27529",0.85,"Excellent 3 bedroom, 2.5 bathroom home on nearly an acre! This spacious .85 acre lot is situated at the end of a cul-de-sac and features a wonderful floor plan. Main floor boasts great room with fireplace, kitchen featuring stainless steel appliances, laundry and large formal dining room. Top",Emily DeVita Redfin Corporation,35.6245202,-78.54805759999999,Google
Garner,"$429,000",3,2,"1,673","25 Good Morning Ln, Garner, NC 27529",0.31,"Gorgeous 3BR,2BA RANCH home w/ 3 car garage in popular River Oaks! Don't miss this meticulously maintained, LIKE NEW home with custom landscaping & Bermuda sod. Permeable paver patio (24 x 14) . Energy saving SOLAR PANELS! Open concept layout. Kitchen w/ granite, stainless appl, 5 burner gas range,",Kris Kiegiel Keystone Properties,35.6147537,-78.55745329999999,Google
Garner,"$425,000",Back,2.5,"1,972","905 Vandora Ave, Garner, NC 27529",0.41,"Back on the market w repairs made!Looking for a great location in the heart of Garner, brick ranch, need 4 bedrooms? Mother-in-law suite w private entrance? This home has original pristine knotty pine accents from the 50's, 2.5 ba, fenced backyard with utility building, extra large driveway,",Jane Ball Be Home Realty,35.703732004325815,-78.6190037294524,Nominatim
Garner,"$445,000",Welcome,2.5,"2,659","141 Oakton Ridge Place, Garner, NC 27529",N/A,"Welcome to this 4 bedroom, 2.5 bathroom residence offering an expansive floor plan plenty of natural light! Nestled in a serene Garner neighborhood, this home boasts a spacious kitchen adorned with granite countertops, new flooring (2024), an inviting island, and stylish tile backsplash. Entertain",Sara Cooke DASH Carolina,35.69626936363636,-78.59958527272727,Nominatim
Garner,$5000,4,3,"2,445","734 E Keri Dr, Garner, NC 27529",0.83,"Motivated Seller!! Price Reduced! $5000 towards closing cost! Up to $600 towards Home Warranty! Washer/dryer & refrigerator will convey with acceptable offer. NO HOA!!! Lovely neighborhood. Minutes to schools. Lots of updates, new flooring, new water heater, entire inside painted, new hardware on",Gayle Carter Southern Dreams Realty LLC,35.5947208,-78.5302201,Google
Garner,"$439,900",4,2.5,"2,397","115 Laporte Path, Garner, NC 27529",N/A,"This charming Garner home has the perfect floor plan for entertaining. Easily host guests in your formal dining room, in the eat-in kitchen, or outside on the spacious screened-in porch. The kitchen offers plenty of counter space, a large kitchen island, ample storage and is open to the living room",Dana Ellington Compass -- Raleigh,35.6490212,-78.5974682,Nominatim
Garner,"$425,000",Welcome,2,"1,772","1902 Ryerson Dr, Garner, NC 27529",0.42,"Welcome to the neighborhood! Stay cool for many summers to come with a BRAND NEW Trane HVAC! . This inviting home boasts three bedrooms and two full baths, offering comfort and style at every turn. The beautifully updated ranch includes a large cozy living room, eat-in kitchen featuring new",Anna Burke Fonville Morisey/Brier Creek S,35.69167806912947,-78.6404998421422,Nominatim
Garner,"$445,000",Get,2.5,"2,483","214 Cherry Blossom Ct Unit 105, Garner, NC 27529",N/A,"Get ready to say WOW! This three-bedroom, two-and-one-half bathroom has a primary bedroom on the first floor!! Upon entrance you will find a formal dining room with a gorgeous, coffered ceiling. Make your way through the arched openings and you will find a truly spectacular kitchen with TONS of",Elizabeth Robison-Sostizzo Mungo Homes of North Carolina,35.6358359,-78.5439703,Google
Garner,"$425,000",Highly,2,"2,042","229 Cherry Blossom Ct Unit 95, Garner, NC 27529",N/A,Highly sought after true ranch floorplan in Cornwallis Landing!! Primary bathroom with HUGE oversized walk-in shower with tile surround and tile shower floor. Dual sinks in primary bath with water closet and awesome closet. exterior door in primary bedroom leads to 20x9 covered porch!! Vaulted,Elizabeth Robison-Sostizzo Mungo Homes of North Carolina,35.6354539,-78.5441423,Google
Garner,"$449,900",Welcome,2,"2,115","172 Foxglove Dr, Garner, NC 27529",0.79,"Welcome to this beautifully maintained 3-bedroom, 2-bathroom ranch in the Pleasant Woods community of Garner/Cleveland! This one-level home blends classic charm with modern updates, perfect for any lifestyle. The spacious living room greets you with vaulted ceilings and recessed lighting, creating",John Cole Integra Realty,35.5913027,-78.5266505,Google
Garner,"$111,765",N/A,N/A,N/A,"3022 Colony Dr, Garner, NC 27529",0.34,".34 acres in Garner on the Raleigh border lines. Minutes from downtown Garner. This lot is down a dirt/gravel road. Lot has not been surveyed and will need well and septic, no testing has been done.",Crystal Wall ERA Strother Real Estate #5,35.7362456,-78.6017931,Google
Garner,"$550,000",Welcome,3.5,"3,142","235 Roaring Creek Dr, Garner, NC 27529",0.3,"Welcome to this spacious 5 bedroom home where comfort and sophistication meet in perfect harmony. Main floor living is made easy with a large FIRST FLOOR PRIMARY SUITE along with 2 additional bedrooms, full & half bathrooms, office/sunroom & laundry room. Imagine effortless entertaining with this",Edye Hammer Keller Williams Realty Cary,35.65134664738692,-78.62638217101069,Nominatim
Garner,"$12,500",3,2,"1,366","125 Havencrest Landing, Garner, NC 27529",N/A,"First Time Home Buyers and those that have not owned a home in 3 Years can apply for DOWN PAYMENT ASSISTANCE! Up to $12,500 Grant or $15,000 Down payment assistance or 1% Rate Reduction plus $5000 towards Closing costs available for eligible buyers using preferred Lenders. Wonderfully Updated 3BR",Jim Bartlett Keller Williams Legacy,35.71762248543538,-78.62044934157254,Nominatim
Garner,"$315,000",3,1,"1,150","909 Forest Dr, Garner, NC 27529",0.31,Cute and affordable one story home in desirable Forest Hills subdivision! So many updates! Kitchen w/ New custom cabinets ~ new butcher block counters ~ deep sink ~ LVP flooring! Professionally refinished hardwoods ~ Fresh paint! 3 season Sunroom with new vinyl windows! Fenced flat back yard with,"Joseph Mathis Homestate Residential, LLC",35.70164059437946,-78.61844550804169,Nominatim
Garner,"$349,900",3,2.5,"2,242","6324 Silver Creek Ln, Raleigh, NC 27603",0.46,"Location location location! This home is nestled on a large lot in a country setting yet close to all the 'in town' necessities! Enter this lovely home through the covered front porch. LVP throughout main level! Kitchen boasts granite countertops, custom stained cabinets w/ crown trim, center",Derek Wyatt HTR Southern Properties,35.6090504,-78.65140269999999,Google
Garner,"$399,999",4,3,"2,160","804 Buckingham Rd, Garner, NC 27529",0.27,"Welcome home to 804 Buckingham Rd - Heather Hills neighborhood in Garner! NO HOA, large yard, freshly painted, updated fixtures and NO CARPET - this home offers the space, location, affordability, and schools you've been looking for! This allergy friendly home has LVP and tile throughout. The",Sarah Zdeb JPAR Carolina Living,35.69425329292911,-78.62077110984842,Nominatim
Garner,"$350,000",Welcome,2.5,"1,719","1517 Wiljohn Rd, Garner, NC 27529",0.28,Welcome to your dream home! This property features a cozy fireplace to curl up next to during chilly evenings. The neutral color paint scheme is ready to complement any décor style. The primary bathroom boasts double sinks for added convenience. The primary bedroom is complete with a spacious,Thomas Shoupe Opendoor Brokerage LLC,35.70343680934961,-78.63155202388465,Nominatim
Garner,"$375,000",Welcome,3,"1,732","1310 Pineview Dr, Garner, NC 27529",0.28,"Welcome to 1310 Pineview Dr, a beautifully maintained home in Garner, NC, where elegance and functionality come together seamlessly. This residence features stunning red oak flooring throughout the original house and expanded master bedroom, creating a warm and inviting ambiance. The kitchen and",Jennifer Reycroft DASH Carolina,35.701089119836894,-78.63031774982147,Nominatim
Garner,"$375,000",3,2,"1,553","604 Atchison St, Garner, NC 27529",0.27,Renovated ranch home on large flat flat lot in quiet Van Story Hills. No HOA or restrictive covenants. Updated Kitchen boasts tons of natural light with skylight above island. Large FR and dining area highlight this open floor-plan that is great for entertaining. 3 spacious BR's with large,Wesley Carter Fonville Morisey/Cary Sales,35.68392095,-78.60888094507565,Nominatim
Holly-springs,"$470,000",4,2.5,"1,986","205 Holmby Ct, Holly Springs, NC 27540",0.28,"Welcome to this beautifully maintained property with many sought-after features. As you step inside, you'll be greeted by a cozy fireplace and a tastefully decorated neutral color scheme that creates a warm and inviting atmosphere. The kitchen is the heart of the home, featuring a convenient island",Thomas Shoupe Opendoor Brokerage LLC,35.67466030612245,-78.82871653061225,Nominatim
Holly-springs,"$438,000",Meticulously,2.5,"1,853","132 Trevor Ridge Dr, Holly Springs, NC 27540",N/A,"Meticulously maintained Traditional Home in the ever popular Braxton Village! Step inside this inviting 4 bedroom, 2.5 bath home that offers an open floor plan, newer LVP flooring throughout the first and second floors, recently painted kitchen cabinets, and more. You'll find beautiful arched","Mike Montpetit Town & Country Realty, Inc.",35.63723116951907,-78.8736013728846,Nominatim
